year,group,age,rate
2017,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,2.7
2018,Female: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,3.0
1999,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.5
2000,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.3
2001,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.6
2002,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.2
2003,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.4
2005,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.4
2008,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.2
2009,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.0
2011,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.2
2014,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.3
2015,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,0.9
2016,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.4
2017,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.3
2018,Female: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,1.3
1985,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.1
1986,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.1
1987,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.4
1988,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.5
1989,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.0
1990,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.1
1991,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.2
1992,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.1
1993,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.8
1994,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.6
1995,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.4
1996,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.0
1997,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.2
1998,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.6
1999,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,1.8
2000,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.0
2001,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.3
2002,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.1
2003,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.1
2004,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.4
2005,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.5
2006,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.5
2007,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.0
2008,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.2
2009,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.3
2010,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.1
2011,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.9
2012,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,2.9
2013,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.3
2014,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.4
2015,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.9
2016,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,3.8
2017,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,4.2
2018,Female: Hispanic or Latino: All races: 15-24 years,15-24 years,4.1
1985,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.1
1986,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.7
1987,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,1.9
1988,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.9
1989,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,3.4
1990,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,3.1
1991,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,3.3
1992,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.8
1993,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.5
1994,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.5
1995,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.5
1996,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.6
1997,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.0
1998,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.0
1999,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.3
2000,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.1
2001,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.0
2002,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.1
2003,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.0
2004,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.3
2005,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.2
2006,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.3
2007,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.6
2008,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.2
2009,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.5
2010,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.4
2011,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.6
2012,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.7
2013,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,2.8
2014,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,3.0
2015,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,3.2
2016,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,3.5
2017,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,3.5
2018,Female: Hispanic or Latino: All races: 25-44 years,25-44 years,4.4
1985,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.2
1986,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.2
1987,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.1
1988,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,1.8
1989,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.9
1990,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.5
1991,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.3
1992,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.9
1993,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.3
1994,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.2
1995,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.8
1996,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.6
1997,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.3
1998,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.7
1999,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.5
2000,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.5
2001,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.3
2002,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.6
2003,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.4
2004,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.1
2005,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.1
2006,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.4
2007,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.7
2008,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.7
2009,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.5
2010,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.8
2011,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,2.7
2012,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.2
2013,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.2
2014,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.5
2015,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.8
2016,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.3
2017,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.2
2018,Female: Hispanic or Latino: All races: 45-64 years,45-64 years,3.2
1992,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,3.7
1994,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.5
1996,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.7
1998,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.8
1999,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.4
2002,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.0
2004,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.8
2005,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.0
2006,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.7
2008,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.6
2009,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.3
2010,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.2
2011,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.6
2012,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.1
2013,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.2
2014,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,2.1
2015,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.9
2016,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.8
2017,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.7
2018,Female: Hispanic or Latino: All races: 65 years and over,65 years and over,1.6
2018,Male: White,All ages,26.9
2018,Male: American Indian or Alaska Native,All ages,21.1
2018,Female: White,All ages,7.3
2018,Female: Black or African American,All ages,11.9
2018,Female: Black or African American,All ages,2.8
2018,Female: American Indian or Alaska Native,All ages,7.2
2018,Male: White: 15-24 years,15-24 years,24.6
2018,Male: White: 25-44 years,25-44 years,31.1
2018,Male: White: 45-64 years,45-64 years,35.7
2018,Male: White: 65 years and over,65 years and over,36.3
2018,Male: White: 65-74 years,65-74 years,31.3
2018,Male: White: 75-84 years,75-84 years,41.2
2018,Male: White: 85 years and over,85 years and over,52.1
2018,Male: Black or African American: 15-24 years,15-24 years,16.8
2018,Male: Black or African American: 25-44 years,25-44 years,18.8
2018,Male: Black or African American: 45-64 years,45-64 years,11.4
2018,Male: Black or African American: 45-64 years,45-64 years,16.3
2018,Male: Black or African American: 65 years and over,65 years and over,8.8
2018,Male: Black or African American: 65-74 years,65-74 years,7.7
2018,Male: Black or African American: 75-84 years,75-84 years,10.9
2018,Male: American Indian or Alaska Native: 15-24 years,15-24 years,37.5
2018,Male: American Indian or Alaska Native: 25-44 years,25-44 years,34.0
2018,Female: White: 15-24 years,15-24 years,6.0
2018,Female: White: 25-44 years,25-44 years,9.1
2018,Female: White: 45-64 years,45-64 years,11.5
2018,Female: White: 65 years and over,65 years and over,5.9
2018,Female: Black or African American: 15-24 years,15-24 years,4.2
2018,Female: Black or African American: 25-44 years,25-44 years,4.2
2018,Female: Black or African American: 45-64 years,45-64 years,3.0
2018,Female: Black or African American: 45-64 years,45-64 years,5.3
2018,Female: Black or African American: 65 years and over,65 years and over,1.3
2018,Female: American Indian or Alaska Native: 15-24 years,15-24 years,11.0
2018,Female: American Indian or Alaska Native: 25-44 years,25-44 years,11.7
2018,Male: Not Hispanic or Latino: White,All ages,30.8
2018,Male: Not Hispanic or Latino: Black or African American,All ages,12.3
2018,Male: Hispanic or Latino: All races,All ages,11.5
2018,Male: Not Hispanic or Latino: American Indian or Alaska Native,All ages,34.4
2018,Male: Not Hispanic or Latino: Asian,All ages,10.3
2018,Male: Not Hispanic or Latino: Native Hawaiian or Other Pacific Islander,All ages,20.7
2018,Female: Not Hispanic or Latino: White,All ages,8.4
2018,Female: Not Hispanic or Latino: Black or African American,All ages,2.9
2018,Female: Hispanic or Latino: All races,All ages,2.8
2018,Female: Not Hispanic or Latino: American Indian or Alaska Native,All ages,11.1
2018,Female: Not Hispanic or Latino: Asian,All ages,4.0
2018,Male: Not Hispanic or Latino: American Indian or Alaska Native: 15-24 years,15-24 years,60.7
2018,Male: Not Hispanic or Latino: American Indian or Alaska Native: 25-44 years,25-44 years,60.2
2018,Male: Not Hispanic or Latino: American Indian or Alaska Native: 45-64 years,45-64 years,24.5
2018,Male: Not Hispanic or Latino: Asian: 15-24 years,15-24 years,15.5
2018,Male: Not Hispanic or Latino: Asian: 25-44 years,25-44 years,10.5
2018,Male: Not Hispanic or Latino: Asian: 45-64 years,45-64 years,12.3
2018,Male: Not Hispanic or Latino: Asian: 65 years and over,65 years and over,13.7
2018,Male: Not Hispanic or Latino: Native Hawaiian or Other Pacific Islander: 25-44 years,25-44 years,38.1
2018,Female: Not Hispanic or Latino: American Indian or Alaska Native: 15-24 years,15-24 years,17.4
2018,Female: Not Hispanic or Latino: American Indian or Alaska Native: 25-44 years,25-44 years,18.6
2018,Female: Not Hispanic or Latino: American Indian or Alaska Native: 45-64 years,45-64 years,7.8
2018,Female: Not Hispanic or Latino: Asian: 15-24 years,15-24 years,6.9
2018,Female: Not Hispanic or Latino: Asian: 25-44 years,25-44 years,4.2
2018,Female: Not Hispanic or Latino: Asian: 45-64 years,45-64 years,4.8
2018,Female: Not Hispanic or Latino: Asian: 65 years and over,65 years and over,3.6
2018,Male: Not Hispanic or Latino: White: 15-24 years,15-24 years,27.3
2018,Male: Not Hispanic or Latino: White: 25-44 years,25-44 years,35.8
2018,Male: Not Hispanic or Latino: White: 45-64 years,45-64 years,39.5
2018,Male: Not Hispanic or Latino: White: 65 years and over,65 years and over,38.2
2018,Male: Not Hispanic or Latino: Black or African American: 15-24 years,15-24 years,17.3
2018,Male: Not Hispanic or Latino: Black or African American: 25-44 years,25-44 years,19.5
2018,Male: Not Hispanic or Latino: Black or African American: 45-64 years,45-64 years,11.6
2018,Male: Not Hispanic or Latino: Black or African American: 65 years and over,65 years and over,8.9
2018,Male: Hispanic or Latino: All races: 15-24 years,15-24 years,16.2
2018,Male: Hispanic or Latino: All races: 25-44 years,25-44 years,15.8
